FAQID,Question,Categorie,Reponse,Tags,Priorite
FAQ00934,Quelle franchise choisir ? (variante 934),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00934.,"Franchise,assurance auto,Maroc",5
FAQ00935,Comment résilier mon contrat ? (variante 935),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00935.,"Résiliation,assurance auto,Maroc",2
FAQ00936,Le vol est-il couvert ? (variante 936),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00936.","Garanties,assurance auto,Maroc",3
FAQ00937,Quels documents pour souscrire ? (variante 937),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00937.","Souscription,assurance auto,Maroc",1
FAQ00938,Puis-je payer mensuellement ? (variante 938),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00938.","Paiement,assurance auto,Maroc",1
FAQ00939,Comment contester un refus d'indemnisation ? (variante 939),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00939.,"Réclamations,assurance auto,Maroc",3
FAQ00940,Comment déclarer un sinistre ? (variante 940),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00940.,"Déclaration sinistre,assurance auto,Maroc",5
FAQ00941,Quel est le délai de déclaration d'un sinistre ? (variante 941),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00941.","Délais,assurance auto,Maroc",3
FAQ00942,Comment fonctionne le bonus-malus ? (variante 942),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00942.","Bonus Malus,assurance auto,Maroc",2
FAQ00943,Puis-je assurer une voiture neuve ? (variante 943),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00943.","Souscription,assurance auto,Maroc",5
FAQ00944,Quelle franchise choisir ? (variante 944),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00944.,"Franchise,assurance auto,Maroc",5
FAQ00945,Comment résilier mon contrat ? (variante 945),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00945.,"Résiliation,assurance auto,Maroc",5
FAQ00946,Le vol est-il couvert ? (variante 946),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00946.","Garanties,assurance auto,Maroc",2
FAQ00947,Quels documents pour souscrire ? (variante 947),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00947.","Souscription,assurance auto,Maroc",5
FAQ00948,Puis-je payer mensuellement ? (variante 948),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00948.","Paiement,assurance auto,Maroc",2
FAQ00949,Comment contester un refus d'indemnisation ? (variante 949),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00949.,"Réclamations,assurance auto,Maroc",5
FAQ00950,Comment déclarer un sinistre ? (variante 950),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00950.,"Déclaration sinistre,assurance auto,Maroc",2
FAQ00951,Quel est le délai de déclaration d'un sinistre ? (variante 951),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00951.","Délais,assurance auto,Maroc",2
FAQ00952,Comment fonctionne le bonus-malus ? (variante 952),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00952.","Bonus Malus,assurance auto,Maroc",3
FAQ00953,Puis-je assurer une voiture neuve ? (variante 953),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00953.","Souscription,assurance auto,Maroc",1
FAQ00954,Quelle franchise choisir ? (variante 954),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00954.,"Franchise,assurance auto,Maroc",1
FAQ00955,Comment résilier mon contrat ? (variante 955),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00955.,"Résiliation,assurance auto,Maroc",4
FAQ00956,Le vol est-il couvert ? (variante 956),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00956.","Garanties,assurance auto,Maroc",3
FAQ00957,Quels documents pour souscrire ? (variante 957),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00957.","Souscription,assurance auto,Maroc",3
FAQ00958,Puis-je payer mensuellement ? (variante 958),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00958.","Paiement,assurance auto,Maroc",3
FAQ00959,Comment contester un refus d'indemnisation ? (variante 959),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00959.,"Réclamations,assurance auto,Maroc",3
FAQ00960,Comment déclarer un sinistre ? (variante 960),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00960.,"Déclaration sinistre,assurance auto,Maroc",1
FAQ00961,Quel est le délai de déclaration d'un sinistre ? (variante 961),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00961.","Délais,assurance auto,Maroc",3
FAQ00962,Comment fonctionne le bonus-malus ? (variante 962),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00962.","Bonus Malus,assurance auto,Maroc",2
FAQ00963,Puis-je assurer une voiture neuve ? (variante 963),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00963.","Souscription,assurance auto,Maroc",3
FAQ00964,Quelle franchise choisir ? (variante 964),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00964.,"Franchise,assurance auto,Maroc",5
FAQ00965,Comment résilier mon contrat ? (variante 965),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00965.,"Résiliation,assurance auto,Maroc",1
FAQ00966,Le vol est-il couvert ? (variante 966),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00966.","Garanties,assurance auto,Maroc",3
FAQ00967,Quels documents pour souscrire ? (variante 967),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00967.","Souscription,assurance auto,Maroc",3
FAQ00968,Puis-je payer mensuellement ? (variante 968),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00968.","Paiement,assurance auto,Maroc",2
FAQ00969,Comment contester un refus d'indemnisation ? (variante 969),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00969.,"Réclamations,assurance auto,Maroc",2
FAQ00970,Comment déclarer un sinistre ? (variante 970),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00970.,"Déclaration sinistre,assurance auto,Maroc",2
FAQ00971,Quel est le délai de déclaration d'un sinistre ? (variante 971),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00971.","Délais,assurance auto,Maroc",2
FAQ00972,Comment fonctionne le bonus-malus ? (variante 972),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00972.","Bonus Malus,assurance auto,Maroc",4
FAQ00973,Puis-je assurer une voiture neuve ? (variante 973),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00973.","Souscription,assurance auto,Maroc",3
FAQ00974,Quelle franchise choisir ? (variante 974),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00974.,"Franchise,assurance auto,Maroc",1
FAQ00975,Comment résilier mon contrat ? (variante 975),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00975.,"Résiliation,assurance auto,Maroc",2
FAQ00976,Le vol est-il couvert ? (variante 976),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00976.","Garanties,assurance auto,Maroc",1
FAQ00977,Quels documents pour souscrire ? (variante 977),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00977.","Souscription,assurance auto,Maroc",1
FAQ00978,Puis-je payer mensuellement ? (variante 978),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00978.","Paiement,assurance auto,Maroc",4
FAQ00979,Comment contester un refus d'indemnisation ? (variante 979),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00979.,"Réclamations,assurance auto,Maroc",5
FAQ00980,Comment déclarer un sinistre ? (variante 980),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00980.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00981,Quel est le délai de déclaration d'un sinistre ? (variante 981),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00981.","Délais,assurance auto,Maroc",1
FAQ00982,Comment fonctionne le bonus-malus ? (variante 982),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00982.","Bonus Malus,assurance auto,Maroc",1
FAQ00983,Puis-je assurer une voiture neuve ? (variante 983),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00983.","Souscription,assurance auto,Maroc",5
FAQ00984,Quelle franchise choisir ? (variante 984),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00984.,"Franchise,assurance auto,Maroc",4
FAQ00985,Comment résilier mon contrat ? (variante 985),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00985.,"Résiliation,assurance auto,Maroc",1
FAQ00986,Le vol est-il couvert ? (variante 986),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00986.","Garanties,assurance auto,Maroc",4
FAQ00987,Quels documents pour souscrire ? (variante 987),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00987.","Souscription,assurance auto,Maroc",2
FAQ00988,Puis-je payer mensuellement ? (variante 988),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00988.","Paiement,assurance auto,Maroc",2
FAQ00989,Comment contester un refus d'indemnisation ? (variante 989),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00989.,"Réclamations,assurance auto,Maroc",4
FAQ00990,Comment déclarer un sinistre ? (variante 990),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00990.,"Déclaration sinistre,assurance auto,Maroc",5
FAQ00991,Quel est le délai de déclaration d'un sinistre ? (variante 991),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00991.","Délais,assurance auto,Maroc",3
FAQ00992,Comment fonctionne le bonus-malus ? (variante 992),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00992.","Bonus Malus,assurance auto,Maroc",3
FAQ00993,Puis-je assurer une voiture neuve ? (variante 993),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00993.","Souscription,assurance auto,Maroc",2
FAQ00994,Quelle franchise choisir ? (variante 994),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00994.,"Franchise,assurance auto,Maroc",4
FAQ00995,Comment résilier mon contrat ? (variante 995),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00995.,"Résiliation,assurance auto,Maroc",3
FAQ00996,Le vol est-il couvert ? (variante 996),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00996.","Garanties,assurance auto,Maroc",4
FAQ00997,Quels documents pour souscrire ? (variante 997),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00997.","Souscription,assurance auto,Maroc",3
FAQ00998,Puis-je payer mensuellement ? (variante 998),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00998.","Paiement,assurance auto,Maroc",5
FAQ00999,Comment contester un refus d'indemnisation ? (variante 999),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00999.,"Réclamations,assurance auto,Maroc",3
FAQ01000,Comment déclarer un sinistre ? (variante 1000),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-01000.,"Déclaration sinistre,assurance auto,Maroc",1
FAQ01001,Quel est le délai de déclaration d'un sinistre ? (variante 1001),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-01001.","Délais,assurance auto,Maroc",2
FAQ01002,Comment fonctionne le bonus-malus ? (variante 1002),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-01002.","Bonus Malus,assurance auto,Maroc",1
FAQ01003,Puis-je assurer une voiture neuve ? (variante 1003),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-01003.","Souscription,assurance auto,Maroc",4
FAQ01004,Quelle franchise choisir ? (variante 1004),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-01004.,"Franchise,assurance auto,Maroc",4
FAQ01005,Comment résilier mon contrat ? (variante 1005),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-01005.,"Résiliation,assurance auto,Maroc",2
FAQ01006,Le vol est-il couvert ? (variante 1006),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-01006.","Garanties,assurance auto,Maroc",4
FAQ01007,Quels documents pour souscrire ? (variante 1007),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-01007.","Souscription,assurance auto,Maroc",3
FAQ01008,Puis-je payer mensuellement ? (variante 1008),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-01008.","Paiement,assurance auto,Maroc",4
FAQ01009,Comment contester un refus d'indemnisation ? (variante 1009),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-01009.,"Réclamations,assurance auto,Maroc",5
